ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
2290,Rhabdamia gracilis,Rhabdamia gracilis,species,Rhabdamia gracilis,Rhabdamia gracilis,Rhabdamia,Apogonidae,Actinopterygii,209406,1,
2291,Rhabdamia sp. (cypselurus),Rhabdamia spp.,genus,,,,,,,,
2292,Rhabdosargus holubi,Rhabdosargus holubi,species,Rhabdosargus holubi,Rhabdosargus holubi,Rhabdosargus,Sparidae,Actinopterygii,218625,1,
2293,Rhabdosargus sarba,Rhabdosargus sarba,species,Rhabdosargus sarba,Rhabdosargus sarba,Rhabdosargus,Sparidae,Actinopterygii,218621,1,
2294,Rhacochilus toxotes,Rhacochilus toxotes,species,Rhacochilus toxotes,Rhacochilus toxotes,Rhacochilus,Embiotocidae,Actinopterygii,282575,1,
2295,Rhacochilus vacca,Rhacochilus vacca,species,Rhacochilus vacca,Rhacochilus vacca,Rhacochilus,Embiotocidae,Actinopterygii,282576,1,
2296,Rhinecanthus aculeatus,Rhinecanthus aculeatus,species,Rhinecanthus aculeatus,Rhinecanthus aculeatus,Rhinecanthus,Balistidae,Actinopterygii,219890,1,
2297,Rhinecanthus assasi,Rhinecanthus assasi,species,Rhinecanthus assasi,Rhinecanthus assasi,Rhinecanthus,Balistidae,Actinopterygii,219887,1,
2298,Rhinecanthus lunula,Rhinecanthus lunula,species,Rhinecanthus lunula,Rhinecanthus lunula,Rhinecanthus,Balistidae,Actinopterygii,277182,1,
2299,Rhinecanthus rectangulus,Rhinecanthus rectangulus,species,Rhinecanthus rectangulus,Rhinecanthus rectangulus,Rhinecanthus,Balistidae,Actinopterygii,219886,1,
2300,Rhinecanthus verrucosus,Rhinecanthus verrucosus,species,Rhinecanthus verrucosus,Rhinecanthus verrucosus,Rhinecanthus,Balistidae,Actinopterygii,219888,1,
2301,Rhinesomus triqueter,Rhinesomus triqueter,species,Rhinesomus triqueter,Lactophrys triqueter,Lactophrys,Ostraciidae,Actinopterygii,158932,1,
2302,Rhinogobiops nicholsii,Rhinogobiops nicholsii,species,Rhinogobiops nicholsii,Rhinogobiops nicholsii,Rhinogobiops,Gobiidae,Actinopterygii,282580,1,
2303,Rhinomuraena quaesita,Rhinomuraena quaesita,species,Rhinomuraena quaesita,Rhinomuraena quaesita,Rhinomuraena,Muraenidae,Actinopterygii,217529,1,
2304,Rhinoptera steindachneri,Rhinoptera steindachneri,species,Rhinoptera steindachneri,Rhinoptera steindachneri,Rhinoptera,Myliobatidae,Elasmobranchii,271498,1,
2305,Rhombosolea tapirina,Rhombosolea tapirina,species,Rhombosolea tapirina,Rhombosolea tapirina,Rhombosolea,Pleuronectidae,Actinopterygii,282603,1,
2306,Rhycherus filamentosus,Rhycherus filamentosus,species,Rhycherus filamentosus,Rhycherus filamentosus,Rhycherus,Antennariidae,Actinopterygii,282605,1,
2307,Rhynchostracion nasus,Rhynchostracion nasus,species,Rhynchostracion nasus,Rhynchostracion nasus,Rhynchostracion,Ostraciidae,Actinopterygii,219914,1,
2308,Ruanoho whero,Ruanoho whero,species,Ruanoho whero,Ruanoho whero,Ruanoho,Tripterygiidae,Actinopterygii,315532,1,
2309,Rypticus bicolor,Rypticus bicolor,species,Rypticus bicolor,Rypticus bicolor,Rypticus,Serranidae,Actinopterygii,275957,1,
2310,Rypticus nigripinnis,Rypticus nigripinnis,species,Rypticus nigripinnis,Rypticus nigripinnis,Rypticus,Serranidae,Actinopterygii,275961,1,
2311,Rypticus saponaceus,Rypticus saponaceus,species,Rypticus saponaceus,Rypticus saponaceus,Rypticus,Serranidae,Actinopterygii,275963,1,
2312,Salarias alboguttatus,Salarias alboguttatus,species,Salarias alboguttatus,Salarias alboguttatus,Salarias,Blenniidae,Actinopterygii,278369,1,
2313,Salarias ceramensis,Salarias ceramensis,species,Salarias ceramensis,Salarias ceramensis,Salarias,Blenniidae,Actinopterygii,278370,1,
2314,Salarias fasciatus,Salarias fasciatus,species,Salarias fasciatus,Salarias fasciatus,Salarias,Blenniidae,Actinopterygii,219340,1,
2315,Salarias guttatus,Salarias guttatus,species,Salarias guttatus,Salarias guttatus,Salarias,Blenniidae,Actinopterygii,278371,1,
2316,Salarias segmentatus,Salarias segmentatus,species,Salarias segmentatus,Salarias segmentatus,Salarias,Blenniidae,Actinopterygii,278377,1,
2317,Salarias sp. (alboguttatus),Salarias spp.,genus,,,,,,,,
2318,Salarias spp.,Salarias spp.,genus,,,Salarias,Blenniidae,Actinopterygii,,,
2319,Salmo salar,Salmo salar,species,Salmo salar,Salmo salar,Salmo,Salmonidae,Actinopterygii,127186,1,
2320,Sarda australis,Sarda australis,species,Sarda australis,Sarda australis,Sarda,Scombridae,Actinopterygii,273809,1,
2321,Sarda orientalis,Sarda orientalis,species,Sarda orientalis,Sarda orientalis,Sarda,Scombridae,Actinopterygii,219713,1,
2322,Sarda sarda,Sarda sarda,species,Sarda sarda,Sarda sarda,Sarda,Scombridae,Actinopterygii,127021,1,
2323,Sardina pilchardus,Sardina pilchardus,species,Sardina pilchardus,Sardina pilchardus,Sardina,Clupeidae,Actinopterygii,126421,1,
2324,Sardinella aurita,Sardinella aurita,species,Sardinella aurita,Sardinella aurita,Sardinella,Clupeidae,Actinopterygii,126422,1,
2325,Sardinops neopilchardus,Sardinops neopilchardus,species,Sardinops neopilchardus,Sardinops sagax,Sardinops,Clupeidae,Actinopterygii,217452,1,
2326,Sargocentron caudimaculatum,Sargocentron caudimaculatum,species,Sargocentron caudimaculatum,Sargocentron caudimaculatum,Sargocentron,Holocentridae,Actinopterygii,217940,1,
2327,Sargocentron cornutum,Sargocentron cornutum,species,Sargocentron cornutum,Sargocentron cornutum,Sargocentron,Holocentridae,Actinopterygii,217946,1,
2328,Sargocentron diadema,Sargocentron diadema,species,Sargocentron diadema,Sargocentron diadema,Sargocentron,Holocentridae,Actinopterygii,217947,1,
2329,Sargocentron hormion,Sargocentron hormion,species,Sargocentron hormion,Sargocentron hormion,Sargocentron,Holocentridae,Actinopterygii,272212,1,
2330,Sargocentron ittodai,Sargocentron ittodai,species,Sargocentron ittodai,Sargocentron ittodai,Sargocentron,Holocentridae,Actinopterygii,217939,1,
2331,Sargocentron melanospilos,Sargocentron melanospilos,species,Sargocentron melanospilos,Sargocentron melanospilos,Sargocentron,Holocentridae,Actinopterygii,217942,1,
2332,Sargocentron microstoma,Sargocentron microstoma,species,Sargocentron microstoma,Sargocentron microstoma,Sargocentron,Holocentridae,Actinopterygii,217952,1,
2333,Sargocentron rubrum,Sargocentron rubrum,species,Sargocentron rubrum,Sargocentron rubrum,Sargocentron,Holocentridae,Actinopterygii,126400,1,
2334,Sargocentron spiniferum,Sargocentron spiniferum,species,Sargocentron spiniferum,Sargocentron spiniferum,Sargocentron,Holocentridae,Actinopterygii,217950,1,
2335,Sargocentron spp.,Sargocentron spp.,genus,,,Sargocentron,Holocentridae,Actinopterygii,,,
2336,Sargocentron suborbitalis,Sargocentron suborbitalis,species,Sargocentron suborbitalis,Sargocentron suborbitale,Sargocentron,Holocentridae,Actinopterygii,1021098,1,
2337,Sargocentron tiere,Sargocentron tiere,species,Sargocentron tiere,Sargocentron tiere,Sargocentron,Holocentridae,Actinopterygii,217954,1,
2338,Sargocentron tiereoides,Sargocentron tiereoides,species,Sargocentron tiereoides,Sargocentron tiereoides,Sargocentron,Holocentridae,Actinopterygii,217949,1,
2339,Sargocentron vexillarium,Sargocentron vexillarium,species,Sargocentron vexillarium,Sargocentron vexillarium,Sargocentron,Holocentridae,Actinopterygii,159401,1,
2340,Sargocentron violaceum,Sargocentron violaceum,species,Sargocentron violaceum,Sargocentron violaceum,Sargocentron,Holocentridae,Actinopterygii,217943,1,
2341,Sarpa salpa,Sarpa salpa,species,Sarpa salpa,Sarpa salpa,Sarpa,Sparidae,Actinopterygii,127064,1,
2342,Saurida gracilis,Saurida gracilis,species,Saurida gracilis,Saurida gracilis,Saurida,Synodontidae,Actinopterygii,217662,1,
2343,Saurida nebulosa,Saurida nebulosa,species,Saurida nebulosa,Saurida nebulosa,Saurida,Synodontidae,Actinopterygii,217664,1,
2344,Scaevius milii,Scaevius milii,species,Scaevius milii,Scaevius milii,Scaevius,Nemipteridae,Actinopterygii,282666,1,
2345,Scarid spp.,Scarid spp.,higher,,,,,,,,
2346,Scartichthys sp. [orange],Scartichthys sp. [orange],higher,,,,,,,,
2347,Scartichthys viridis,Scartichthys viridis,species,Scartichthys viridis,Scartichthys viridis,Scartichthys,Blenniidae,Actinopterygii,282676,1,
2348,Scarus altipinnis,Scarus altipinnis,species,Scarus altipinnis,Scarus altipinnis,Scarus,Scaridae,Actinopterygii,276039,1,
2349,Scarus chameleon,Scarus chameleon,species,Scarus chameleon,Scarus chameleon,Scarus,Scaridae,Actinopterygii,276040,1,
2350,Scarus coelestinus,Scarus coelestinus,species,Scarus coelestinus,Scarus coelestinus,Scarus,Scaridae,Actinopterygii,276042,1,
2351,Scarus coeruleus,Scarus coeruleus,species,Scarus coeruleus,Scarus coeruleus,Scarus,Scaridae,Actinopterygii,159300,1,
2352,Scarus compressus,Scarus compressus,species,Scarus compressus,Scarus compressus,Scarus,Scaridae,Actinopterygii,276043,1,
2353,Scarus dimidiatus,Scarus dimidiatus,species,Scarus dimidiatus,Scarus dimidiatus,Scarus,Scaridae,Actinopterygii,276044,1,
2354,Scarus falcipinnis,Scarus falcipinnis,species,Scarus falcipinnis,Scarus falcipinnis,Scarus,Scaridae,Actinopterygii,219096,1,
2355,Scarus ferrugineus,Scarus ferrugineus,species,Scarus ferrugineus,Scarus ferrugineus,Scarus,Scaridae,Actinopterygii,219121,1,
2356,Scarus festivus,Scarus festivus,species,Scarus festivus,Scarus festivus,Scarus,Scaridae,Actinopterygii,219105,1,
2357,Scarus flavipectoralis,Scarus flavipectoralis,species,Scarus flavipectoralis,Scarus flavipectoralis,Scarus,Scaridae,Actinopterygii,276045,1,
2358,Scarus forsteni,Scarus forsteni,species,Scarus forsteni,Scarus forsteni,Scarus,Scaridae,Actinopterygii,276046,1,
2359,Scarus frenatus,Scarus frenatus,species,Scarus frenatus,Scarus frenatus,Scarus,Scaridae,Actinopterygii,219113,1,
2360,Scarus fuscopurpureus,Scarus fuscopurpureus,species,Scarus fuscopurpureus,Scarus fuscopurpureus,Scarus,Scaridae,Actinopterygii,219132,1,
2361,Scarus ghobban,Scarus ghobban,species,Scarus ghobban,Scarus ghobban,Scarus,Scaridae,Actinopterygii,219127,1,
2362,Scarus globiceps,Scarus globiceps,species,Scarus globiceps,Scarus globiceps,Scarus,Scaridae,Actinopterygii,219104,1,
2363,Scarus guacamaia,Scarus guacamaia,species,Scarus guacamaia,Scarus guacamaia,Scarus,Scaridae,Actinopterygii,276049,1,
2364,Scarus hypselopterus,Scarus hypselopterus,species,Scarus hypselopterus,Scarus hypselopterus,Scarus,Scaridae,Actinopterygii,276051,1,
2365,Scarus iseri,Scarus iseri,species,Scarus iseri,Scarus iseri,Scarus,Scaridae,Actinopterygii,276052,1,
2366,Scarus koputea,Scarus koputea,species,Scarus koputea,Scarus koputea,Scarus,Scaridae,Actinopterygii,276053,1,
2367,Scarus longipinnis,Scarus longipinnis,species,Scarus longipinnis,Scarus longipinnis,Scarus,Scaridae,Actinopterygii,276054,1,
2368,Scarus niger,Scarus niger,species,Scarus niger,Scarus niger,Scarus,Scaridae,Actinopterygii,219129,1,
2369,Scarus oviceps,Scarus oviceps,species,Scarus oviceps,Scarus oviceps,Scarus,Scaridae,Actinopterygii,219111,1,
2370,Scarus perrico,Scarus perrico,species,Scarus perrico,Scarus perrico,Scarus,Scaridae,Actinopterygii,276057,1,
2371,Scarus persicus,Scarus persicus,species,Scarus persicus,Scarus persicus,Scarus,Scaridae,Actinopterygii,219130,1,
2372,Scarus prasiognathos,Scarus prasiognathos,species,Scarus prasiognathos,Scarus prasiognathos,Scarus,Scaridae,Actinopterygii,219093,1,
2373,Scarus psittacus,Scarus psittacus,species,Scarus psittacus,Scarus psittacus,Scarus,Scaridae,Actinopterygii,219125,1,
2374,Scarus quoyi,Scarus quoyi,species,Scarus quoyi,Scarus quoyi,Scarus,Scaridae,Actinopterygii,276058,1,
2375,Scarus rivulatus,Scarus rivulatus,species,Scarus rivulatus,Scarus rivulatus,Scarus,Scaridae,Actinopterygii,367210,1,
2376,Scarus rubroviolaceus,Scarus rubroviolaceus,species,Scarus rubroviolaceus,Scarus rubroviolaceus,Scarus,Scaridae,Actinopterygii,219124,1,
2377,Scarus russelii,Scarus russelii,species,Scarus russelii,Scarus russelii,Scarus,Scaridae,Actinopterygii,219135,1,
2378,Scarus scaber,Scarus scaber,species,Scarus scaber,Scarus scaber,Scarus,Scaridae,Actinopterygii,219114,1,
2379,Scarus schlegeli,Scarus schlegeli,species,Scarus schlegeli,Scarus schlegeli,Scarus,Scaridae,Actinopterygii,276060,1,
2380,Scarus sp. (globiceps cf),Scarus spp.,genus,,,,,,,,
2381,Scarus spinus,Scarus spinus,species,Scarus spinus,Scarus spinus,Scarus,Scaridae,Actinopterygii,276061,1,
2382,Scarus spp.,Scarus spp.,genus,,,Scarus,Scaridae,Actinopterygii,,,
2383,Scarus taeniopterus,Scarus taeniopterus,species,Scarus taeniopterus,Scarus taeniopterus,Scarus,Scaridae,Actinopterygii,276062,1,
2384,Scarus tricolor,Scarus tricolor,species,Scarus tricolor,Scarus tricolor,Scarus,Scaridae,Actinopterygii,219098,1,
2385,Scarus trispinosus,Scarus trispinosus,species,Scarus trispinosus,Scarus trispinosus,Scarus,Scaridae,Actinopterygii,276063,1,
2386,Scarus vetula,Scarus vetula,species,Scarus vetula,Scarus vetula,Scarus,Scaridae,Actinopterygii,276064,1,
2387,Scarus viridifucatus,Scarus viridifucatus,species,Scarus viridifucatus,Scarus viridifucatus,Scarus,Scaridae,Actinopterygii,219119,1,
2388,Scarus xanthopleura,Scarus xanthopleura,species,Scarus xanthopleura,Scarus xanthopleura,Scarus,Scaridae,Actinopterygii,276065,1,
2389,Scarus zelindae,Scarus zelindae,species,Scarus zelindae,Scarus zelindae,Scarus,Scaridae,Actinopterygii,276066,1,
2390,Schroederichthys chilensis,Schroederichthys chilensis,species,Schroederichthys chilensis,Schroederichthys chilensis,Schroederichthys,Scyliorhinidae,Elasmobranchii,282685,1,
2391,Schuettea scalaripinnis,Schuettea scalaripinnis,species,Schuettea scalaripinnis,Schuettea scalaripinnis,Schuettea,Monodactylidae,Actinopterygii,282689,1,
2392,Schuettea woodwardi,Schuettea woodwardi,species,Schuettea woodwardi,Schuettea woodwardi,Schuettea,Monodactylidae,Actinopterygii,282690,1,
2393,Sciaena umbra,Sciaena umbra,species,Sciaena umbra,Sciaena umbra,Sciaena,Sciaenidae,Actinopterygii,127010,1,
2394,Scobinichthys granulatus,Scobinichthys granulatus,species,Scobinichthys granulatus,Scobinichthys granulatus,Scobinichthys,Monacanthidae,Actinopterygii,282705,1,
2395,Scolecenchelys breviceps,Scolecenchelys breviceps,species,Scolecenchelys breviceps,Scolecenchelys breviceps,Scolecenchelys,Ophichthidae,Actinopterygii,282709,1,
2396,Scolopsis affinis,Scolopsis affinis,species,Scolopsis affinis,Scolopsis affinis,Scolopsis,Nemipteridae,Actinopterygii,276783,1,
2397,Scolopsis aurata,Scolopsis aurata,species,Scolopsis aurata,Scolopsis aurata,Scolopsis,Nemipteridae,Actinopterygii,276784,1,
2398,Scolopsis bilineata,Scolopsis bilineata,species,Scolopsis bilineata,Scolopsis bilineata,Scolopsis,Nemipteridae,Actinopterygii,209219,1,
2399,Scolopsis ciliata,Scolopsis ciliata,species,Scolopsis ciliata,Scolopsis ciliata,Scolopsis,Nemipteridae,Actinopterygii,276785,1,
2400,Scolopsis frenatus,Scolopsis frenatus,species,Scolopsis frenatus,Scolopsis frenata,Scolopsis,Nemipteridae,Actinopterygii,712734,1,
2401,Scolopsis ghanam,Scolopsis ghanam,species,Scolopsis ghanam,Scolopsis ghanam,Scolopsis,Nemipteridae,Actinopterygii,209222,1,
2402,Scolopsis lineata,Scolopsis lineata,species,Scolopsis lineata,Scolopsis lineata,Scolopsis,Nemipteridae,Actinopterygii,276786,1,
2403,Scolopsis margaritifer,Scolopsis margaritifer,species,Scolopsis margaritifer,Scolopsis margaritifera,Scolopsis,Nemipteridae,Actinopterygii,276787,1,
2404,Scolopsis monogramma,Scolopsis monogramma,species,Scolopsis monogramma,Scolopsis monogramma,Scolopsis,Nemipteridae,Actinopterygii,276788,1,
2405,Scolopsis spp.,Scolopsis spp.,genus,,,Scolopsis,Nemipteridae,Actinopterygii,,,
2406,Scolopsis temporalis,Scolopsis temporalis,species,Scolopsis temporalis,Scolopsis temporalis,Scolopsis,Nemipteridae,Actinopterygii,276790,1,
2407,Scolopsis trilineata,Scolopsis trilineata,species,Scolopsis trilineata,Scolopsis trilineata,Scolopsis,Nemipteridae,Actinopterygii,276791,1,
2408,Scolopsis vosmeri,Scolopsis vosmeri,species,Scolopsis vosmeri,Scolopsis vosmeri,Scolopsis,Nemipteridae,Actinopterygii,209217,1,
2409,Scolopsis xenochrous,Scolopsis xenochrous,species,Scolopsis xenochrous,Scolopsis xenochrous,Scolopsis,Nemipteridae,Actinopterygii,276792,1,
2410,Scomber australasicus,Scomber australasicus,species,Scomber australasicus,Scomber australasicus,Scomber,Scombridae,Actinopterygii,219715,1,
2411,Scomber colias,Scomber colias,species,Scomber colias,Scomber colias,Scomber,Scombridae,Actinopterygii,151174,1,
2412,Scomberoides commersonnianus,Scomberoides commersonnianus,species,Scomberoides commersonnianus,Scomberoides commersonnianus,Scomberoides,Carangidae,Actinopterygii,218432,1,
2413,Scomberoides lysan,Scomberoides lysan,species,Scomberoides lysan,Scomberoides lysan,Scomberoides,Carangidae,Actinopterygii,218434,1,
2414,Scomberoides tol,Scomberoides tol,species,Scomberoides tol,Scomberoides tol,Scomberoides,Carangidae,Actinopterygii,218433,1,
2415,Scomberomorus commerson,Scomberomorus commerson,species,Scomberomorus commerson,Scomberomorus commerson,Scomberomorus,Scombridae,Actinopterygii,127024,1,
2416,Scomberomorus maculatus,Scomberomorus maculatus,species,Scomberomorus maculatus,Scomberomorus maculatus,Scomberomorus,Scombridae,Actinopterygii,159342,1,
2417,Scomberomorus queenslandicus,Scomberomorus queenslandicus,species,Scomberomorus queenslandicus,Scomberomorus queenslandicus,Scomberomorus,Scombridae,Actinopterygii,273818,1,
2418,Scomberomorus regalis,Scomberomorus regalis,species,Scomberomorus regalis,Scomberomorus regalis,Scomberomorus,Scombridae,Actinopterygii,273819,1,
2419,Scomberomorus sierra,Scomberomorus sierra,species,Scomberomorus sierra,Scomberomorus sierra,Scomberomorus,Scombridae,Actinopterygii,273821,1,
2420,Scombrid spp.,Scombrid spp.,higher,,,,,,,,
2421,Scombrops boops,Scombrops boops,species,Scombrops boops,Scombrops boops,Scombrops,Scombropidae,Actinopterygii,220088,1,
2422,Scorpaena canariensis,Scorpaena canariensis,species,Scorpaena canariensis,Scorpaena canariensis,Scorpaena,Scorpaenidae,Actinopterygii,234106,1,
2423,Scorpaena cardinalis,Scorpaena cardinalis,species,Scorpaena cardinalis,Scorpaena cardinalis,Scorpaena,Scorpaenidae,Actinopterygii,274702,1,
2423,Scorpaena cardinalis,Scorpaena cardinalis,species,Scorpaena cardinalis,Scorpaena cardinalis,Scorpaena,Scorpaenidae,Actinopterygii,274702,1,
2424,Scorpaena cookii,Scorpaena cookii,species,Scorpaena cookii,Scorpaena cardinalis,Scorpaena,Scorpaenidae,Actinopterygii,274702,1,
2424,Scorpaena cookii,Scorpaena cookii,species,Scorpaena cookii,Scorpaena cardinalis,Scorpaena,Scorpaenidae,Actinopterygii,274702,1,
2425,Scorpaena guttata,Scorpaena guttata,species,Scorpaena guttata,Scorpaena guttata,Scorpaena,Scorpaenidae,Actinopterygii,274713,1,
2426,Scorpaena histrio,Scorpaena histrio,species,Scorpaena histrio,Scorpaena histrio,Scorpaena,Scorpaenidae,Actinopterygii,274716,1,
2427,Scorpaena jacksoniensis,Scorpaena jacksoniensis,species,Scorpaena jacksoniensis,Scorpaena jacksoniensis,Scorpaena,Scorpaenidae,Actinopterygii,742998,1,
2428,Scorpaena maderensis,Scorpaena maderensis,species,Scorpaena maderensis,Scorpaena maderensis,Scorpaena,Scorpaenidae,Actinopterygii,274721,1,
2429,Scorpaena mystes,Scorpaena mystes,species,Scorpaena mystes,Scorpaena mystes,Scorpaena,Scorpaenidae,Actinopterygii,274726,1,
2430,Scorpaena notata,Scorpaena notata,species,Scorpaena notata,Scorpaena notata,Scorpaena,Scorpaenidae,Actinopterygii,127246,1,
2431,Scorpaena papillosa,Scorpaena papillosa,species,Scorpaena papillosa,Scorpaena papillosa,Scorpaena,Scorpaenidae,Actinopterygii,274731,1,
2432,Scorpaena plumieri,Scorpaena plumieri,species,Scorpaena plumieri,Scorpaena plumieri,Scorpaena,Scorpaenidae,Actinopterygii,159564,1,
2433,Scorpaena porcus,Scorpaena porcus,species,Scorpaena porcus,Scorpaena porcus,Scorpaena,Scorpaenidae,Actinopterygii,127247,1,
2434,Scorpaena scrofa,Scorpaena scrofa,species,Scorpaena scrofa,Scorpaena scrofa,Scorpaena,Scorpaenidae,Actinopterygii,127248,1,
2435,Scorpaena spp.,Scorpaena spp.,genus,,,Scorpaena,Scorpaenidae,Actinopterygii,,,
