ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
1608,Monotaxis heterodon,Monotaxis heterodon,species,Monotaxis heterodon,Monotaxis heterodon,Monotaxis,Lethrinidae,Actinopterygii,1042872,1,
1609,Mugil cephalus,Mugil cephalus,species,Mugil cephalus,Mugil cephalus,Mugil,Mugilidae,Actinopterygii,126983,1,
1610,Mugil curema,Mugil curema,species,Mugil curema,Mugil curema,Mugil,Mugilidae,Actinopterygii,159416,1,
1611,Mugil galapagensis,Mugil galapagensis,species,Mugil galapagensis,Mugil galapagensis,Mugil,Mugilidae,Actinopterygii,273651,1,
1612,Mugilid spp.,Mugilid spp.,higher,,,,,,,,
1613,Mulloidichthys dentatus,Mulloidichthys dentatus,species,Mulloidichthys dentatus,Mulloidichthys dentatus,Mulloidichthys,Mullidae,Actinopterygii,277990,1,
1614,Mulloidichthys flavolineatus,Mulloidichthys flavolineatus,species,Mulloidichthys flavolineatus,Mulloidichthys flavolineatus,Mulloidichthys,Mullidae,Actinopterygii,218647,1,
1615,Mulloidichthys martinicus,Mulloidichthys martinicus,species,Mulloidichthys martinicus,Mulloidichthys martinicus,Mulloidichthys,Mullidae,Actinopterygii,277991,1,
1616,Mulloidichthys mimicus,Mulloidichthys mimicus,species,Mulloidichthys mimicus,Mulloidichthys mimicus,Mulloidichthys,Mullidae,Actinopterygii,218652,1,
1617,Mulloidichthys vanicolensis,Mulloidichthys vanicolensis,species,Mulloidichthys vanicolensis,Mulloidichthys vanicolensis,Mulloidichthys,Mullidae,Actinopterygii,218648,1,
1618,Mullus argentinae,Mullus argentinae,species,Mullus argentinae,Mullus argentinae,Mullus,Mullidae,Actinopterygii,273661,1,
1619,Mullus surmuletus,Mullus surmuletus,species,Mullus surmuletus,Mullus surmuletus,Mullus,Mullidae,Actinopterygii,126986,1,
1620,Muraena argus,Muraena argus,species,Muraena argus,Muraena argus,Muraena,Muraenidae,Actinopterygii,271896,1,
1621,Muraena augusti,Muraena augusti,species,Muraena augusti,Muraena augusti,Muraena,Muraenidae,Actinopterygii,299565,1,
1622,Muraena clepsydra,Muraena clepsydra,species,Muraena clepsydra,Muraena clepsydra,Muraena,Muraenidae,Actinopterygii,271898,1,
1623,Muraena helena,Muraena helena,species,Muraena helena,Muraena helena,Muraena,Muraenidae,Actinopterygii,126303,1,
1624,Muraena lentiginosa,Muraena lentiginosa,species,Muraena lentiginosa,Muraena lentiginosa,Muraena,Muraenidae,Actinopterygii,271900,1,
1625,Muraena spp.,Muraena spp.,genus,,,Muraena,Muraenidae,Actinopterygii,,,
1626,Mycteroperca bonaci,Mycteroperca bonaci,species,Mycteroperca bonaci,Mycteroperca bonaci,Mycteroperca,Serranidae,Actinopterygii,159231,1,
1627,Mycteroperca fusca,Mycteroperca fusca,species,Mycteroperca fusca,Mycteroperca fusca,Mycteroperca,Serranidae,Actinopterygii,127038,1,
1628,Mycteroperca interstitialis,Mycteroperca interstitialis,species,Mycteroperca interstitialis,Mycteroperca interstitialis,Mycteroperca,Serranidae,Actinopterygii,273878,1,
1629,Mycteroperca olfax,Mycteroperca olfax,species,Mycteroperca olfax,Mycteroperca olfax,Mycteroperca,Serranidae,Actinopterygii,273881,1,
1630,Mycteroperca rosacea,Mycteroperca rosacea,species,Mycteroperca rosacea,Mycteroperca rosacea,Mycteroperca,Serranidae,Actinopterygii,273883,1,
1631,Mycteroperca tigris,Mycteroperca tigris,species,Mycteroperca tigris,Mycteroperca tigris,Mycteroperca,Serranidae,Actinopterygii,273884,1,
1632,Mycteroperca venenosa,Mycteroperca venenosa,species,Mycteroperca venenosa,Mycteroperca venenosa,Mycteroperca,Serranidae,Actinopterygii,273885,1,
1633,Mycteroperca xenarcha,Mycteroperca xenarcha,species,Mycteroperca xenarcha,Mycteroperca xenarcha,Mycteroperca,Serranidae,Actinopterygii,273886,1,
1634,Myliobatis aquila,Myliobatis aquila,species,Myliobatis aquila,Myliobatis aquila,Myliobatis,Myliobatidae,Elasmobranchii,105860,1,
1635,Myliobatis australis,Myliobatis australis,species,Myliobatis australis,Myliobatis australis,Myliobatis,Myliobatidae,Elasmobranchii,271484,1,
1636,Myliobatis californica,Myliobatis californica,species,Myliobatis californica,Myliobatis californica,Myliobatis,Myliobatidae,Elasmobranchii,271485,1,
1637,Myliobatis tenuicaudatus,Myliobatis tenuicaudatus,species,Myliobatis tenuicaudatus,Myliobatis tenuicaudatus,Myliobatis,Myliobatidae,Elasmobranchii,271491,1,
1638,Myoxocephalus scorpius,Myoxocephalus scorpius,species,Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus,Cottidae,Actinopterygii,127203,1,
1639,Myoxocephalus spp.,Myoxocephalus spp.,genus,,,Myoxocephalus,Cottidae,Actinopterygii,,,
1640,Myrichthys maculosus,Myrichthys maculosus,species,Myrichthys maculosus,Myrichthys maculosus,Myrichthys,Ophichthidae,Actinopterygii,217578,1,
1641,Myrichthys tigrinus,Myrichthys tigrinus,species,Myrichthys tigrinus,Myrichthys tigrinus,Myrichthys,Ophichthidae,Actinopterygii,275489,1,
1642,Myripristis adusta,Myripristis adusta,species,Myripristis adusta,Myripristis adusta,Myripristis,Holocentridae,Actinopterygii,217926,1,
1643,Myripristis amaena,Myripristis amaena,species,Myripristis amaena,Myripristis amaena,Myripristis,Holocentridae,Actinopterygii,276190,1,
1644,Myripristis berndti,Myripristis berndti,species,Myripristis berndti,Myripristis berndti,Myripristis,Holocentridae,Actinopterygii,217927,1,
1645,Myripristis earlei,Myripristis earlei,species,Myripristis earlei,Myripristis earlei,Myripristis,Holocentridae,Actinopterygii,276194,1,
1646,Myripristis hexagona,Myripristis hexagona,species,Myripristis hexagona,Myripristis hexagona,Myripristis,Holocentridae,Actinopterygii,217928,1,
1647,Myripristis jacobus,Myripristis jacobus,species,Myripristis jacobus,Myripristis jacobus,Myripristis,Holocentridae,Actinopterygii,159385,1,
1648,Myripristis kochiensis,Myripristis kochiensis,species,Myripristis kochiensis,Myripristis kochiensis,Myripristis,Holocentridae,Actinopterygii,276198,1,
1649,Myripristis kuntee,Myripristis kuntee,species,Myripristis kuntee,Myripristis kuntee,Myripristis,Holocentridae,Actinopterygii,217915,1,
1650,Myripristis leiognathus,Myripristis leiognathus,species,Myripristis leiognathus,Myripristis leiognathus,Myripristis,Holocentridae,Actinopterygii,276199,1,
1651,Myripristis murdjan,Myripristis murdjan,species,Myripristis murdjan,Myripristis murdjan,Myripristis,Holocentridae,Actinopterygii,217925,1,
1652,Myripristis pralinia,Myripristis pralinia,species,Myripristis pralinia,Myripristis pralinia,Myripristis,Holocentridae,Actinopterygii,217919,1,
1653,Myripristis randalli,Myripristis randalli,species,Myripristis randalli,Myripristis randalli,Myripristis,Holocentridae,Actinopterygii,276200,1,
1654,Myripristis spp.,Myripristis spp.,genus,,,Myripristis,Holocentridae,Actinopterygii,,,
1655,Myripristis tiki,Myripristis tiki,species,Myripristis tiki,Myripristis tiki,Myripristis,Holocentridae,Actinopterygii,276202,1,
1656,Myripristis violacea,Myripristis violacea,species,Myripristis violacea,Myripristis violacea,Myripristis,Holocentridae,Actinopterygii,217914,1,
1657,Myripristis vittata,Myripristis vittata,species,Myripristis vittata,Myripristis vittata,Myripristis,Holocentridae,Actinopterygii,217924,1,
1658,Nannosalarias nativitatis,Nannosalarias nativitatis,species,Nannosalarias nativitatis,Nannosalarias nativitatis,Nannosalarias,Blenniidae,Actinopterygii,281636,1,
1659,Naso annulatus,Naso annulatus,species,Naso annulatus,Naso annulatus,Naso,Acanthuridae,Actinopterygii,219673,1,
1660,Naso brachycentron,Naso brachycentron,species,Naso brachycentron,Naso brachycentron,Naso,Acanthuridae,Actinopterygii,219664,1,
1661,Naso brevirostris,Naso brevirostris,species,Naso brevirostris,Naso brevirostris,Naso,Acanthuridae,Actinopterygii,219671,1,
1662,Naso caeruleacauda,Naso caeruleacauda,species,Naso caeruleacauda,Naso caeruleacauda,Naso,Acanthuridae,Actinopterygii,278003,1,
1663,Naso caesius,Naso caesius,species,Naso caesius,Naso caesius,Naso,Acanthuridae,Actinopterygii,278004,1,
1664,Naso elegans,Naso elegans,species,Naso elegans,Naso elegans,Naso,Acanthuridae,Actinopterygii,278005,1,
1665,Naso fageni,Naso fageni,species,Naso fageni,Naso fageni,Naso,Acanthuridae,Actinopterygii,219666,1,
1666,Naso hexacanthus,Naso hexacanthus,species,Naso hexacanthus,Naso hexacanthus,Naso,Acanthuridae,Actinopterygii,219667,1,
1667,Naso lituratus,Naso lituratus,species,Naso lituratus,Naso lituratus,Naso,Acanthuridae,Actinopterygii,219665,1,
1668,Naso lopezi,Naso lopezi,species,Naso lopezi,Naso lopezi,Naso,Acanthuridae,Actinopterygii,278006,1,
1669,Naso sp. (blunt head),Naso spp.,genus,,,,,,,,
1670,Naso spp.,Naso spp.,genus,,,Naso,Acanthuridae,Actinopterygii,,,
1671,Naso thynnoides,Naso thynnoides,species,Naso thynnoides,Naso thynnoides,Naso,Acanthuridae,Actinopterygii,219670,1,
1672,Naso tonganus,Naso tonganus,species,Naso tonganus,Naso tonganus,Naso,Acanthuridae,Actinopterygii,278010,1,
1673,Naso tuberosus,Naso tuberosus,species,Naso tuberosus,Naso tuberosus,Naso,Acanthuridae,Actinopterygii,219675,1,
1674,Naso unicornis,Naso unicornis,species,Naso unicornis,Naso unicornis,Naso,Acanthuridae,Actinopterygii,219668,1,
1675,Naso vlamingii,Naso vlamingii,species,Naso vlamingii,Naso vlamingii,Naso,Acanthuridae,Actinopterygii,219672,1,
1676,Naucrates ductor,Naucrates ductor,species,Naucrates ductor,Naucrates ductor,Naucrates,Carangidae,Actinopterygii,126811,1,
1677,Neatypus obliquus,Neatypus obliquus,species,Neatypus obliquus,Neatypus obliquus,Neatypus,Kyphosidae,Actinopterygii,281638,1,
1678,Nebrius ferrugineus,Nebrius ferrugineus,species,Nebrius ferrugineus,Nebrius ferrugineus,Nebrius,Ginglymostomatidae,Elasmobranchii,220030,1,
1679,Nectamia bandanensis,Nectamia bandanensis,species,Nectamia bandanensis,Nectamia bandanensis,Nectamia,Apogonidae,Actinopterygii,398504,1,
1680,Nectamia luxuria,Nectamia luxuria,species,Nectamia luxuria,Nectamia luxuria,Nectamia,Apogonidae,Actinopterygii,398507,1,
1681,Nectamia similis,Nectamia similis,species,Nectamia similis,Nectamia similis,Nectamia,Apogonidae,Actinopterygii,398509,1,
1682,Nectamia spp.,Nectamia spp.,genus,,,Nectamia,Apogonidae,Actinopterygii,,,
1683,Negaprion acutidens,Negaprion acutidens,species,Negaprion acutidens,Negaprion acutidens,Negaprion,Carcharhinidae,Elasmobranchii,217356,1,
1684,Nelusetta ayraud,Nelusetta ayraud,species,Nelusetta ayraud,Nelusetta ayraud,Nelusetta,Monacanthidae,Actinopterygii,281648,1,
1685,Nemadactylus bergi,Nemadactylus bergi,species,Nemadactylus bergi,Nemadactylus bergi,Nemadactylus,Cheilodactylidae,Actinopterygii,281650,1,
1686,Nemadactylus douglasii,Nemadactylus douglasii,species,Nemadactylus douglasii,Nemadactylus douglasii,Nemadactylus,Cheilodactylidae,Actinopterygii,281651,1,
1687,Nemadactylus macropterus,Nemadactylus macropterus,species,Nemadactylus macropterus,Nemadactylus macropterus,Nemadactylus,Cheilodactylidae,Actinopterygii,281653,1,
1688,Nemadactylus valenciennesi,Nemadactylus valenciennesi,species,Nemadactylus valenciennesi,Nemadactylus valenciennesi,Nemadactylus,Cheilodactylidae,Actinopterygii,281655,1,
1689,Nemateleotris magnifica,Nemateleotris magnifica,species,Nemateleotris magnifica,Nemateleotris magnifica,Nemateleotris,Microdesmidae,Actinopterygii,219611,1,
1690,Nemipterid spp.,Nemipterid spp.,higher,,,,,,,,
1691,Neocirrhites armatus,Neocirrhites armatus,species,Neocirrhites armatus,Neocirrhites armatus,Neocirrhites,Cirrhitidae,Actinopterygii,281678,1,
1692,Neoditrema ransonnetii,Neoditrema ransonnetii,species,Neoditrema ransonnetii,Neoditrema ransonnetii,Neoditrema,Embiotocidae,Actinopterygii,281688,1,
1693,Neoglyphidodon bonang,Neoglyphidodon bonang,species,Neoglyphidodon bonang,Neoglyphidodon bonang,Neoglyphidodon,Pomacentridae,Actinopterygii,278810,1,
1694,Neoglyphidodon carlsoni,Neoglyphidodon carlsoni,species,Neoglyphidodon carlsoni,Neoglyphidodon carlsoni,Neoglyphidodon,Pomacentridae,Actinopterygii,278811,1,
1695,Neoglyphidodon crossi,Neoglyphidodon crossi,species,Neoglyphidodon crossi,Neoglyphidodon crossi,Neoglyphidodon,Pomacentridae,Actinopterygii,278812,1,
1696,Neoglyphidodon melas,Neoglyphidodon melas,species,Neoglyphidodon melas,Neoglyphidodon melas,Neoglyphidodon,Pomacentridae,Actinopterygii,218833,1,
1697,Neoglyphidodon nigroris,Neoglyphidodon nigroris,species,Neoglyphidodon nigroris,Neoglyphidodon nigroris,Neoglyphidodon,Pomacentridae,Actinopterygii,278813,1,
1698,Neoglyphidodon oxyodon,Neoglyphidodon oxyodon,species,Neoglyphidodon oxyodon,Neoglyphidodon oxyodon,Neoglyphidodon,Pomacentridae,Actinopterygii,278814,1,
1699,Neoglyphidodon polyacanthus,Neoglyphidodon polyacanthus,species,Neoglyphidodon polyacanthus,Neoglyphidodon polyacanthus,Neoglyphidodon,Pomacentridae,Actinopterygii,278815,1,
1700,Neoglyphidodon spp.,Neoglyphidodon spp.,genus,,,Neoglyphidodon,Pomacentridae,Actinopterygii,,,
1701,Neoglyphidodon thoracotaeniatus,Neoglyphidodon thoracotaeniatus,species,Neoglyphidodon thoracotaeniatus,Neoglyphidodon thoracotaeniatus,Neoglyphidodon,Pomacentridae,Actinopterygii,278816,1,
1702,Neomyxus leuciscus,Neomyxus leuciscus,species,Neomyxus leuciscus,Neomyxus leuciscus,Neomyxus,Mugilidae,Actinopterygii,281693,1,
1703,Neoniphon argenteus,Neoniphon argenteus,species,Neoniphon argenteus,Neoniphon argenteus,Neoniphon,Holocentridae,Actinopterygii,217931,1,
1704,Neoniphon marianus,Neoniphon marianus,species,Neoniphon marianus,Neoniphon marianus,Neoniphon,Holocentridae,Actinopterygii,276205,1,
1705,Neoniphon opercularis,Neoniphon opercularis,species,Neoniphon opercularis,Neoniphon opercularis,Neoniphon,Holocentridae,Actinopterygii,217929,1,
1706,Neoniphon sammara,Neoniphon sammara,species,Neoniphon sammara,Neoniphon sammara,Neoniphon,Holocentridae,Actinopterygii,159393,1,
1707,Neoniphon spp.,Neoniphon spp.,genus,,,Neoniphon,Holocentridae,Actinopterygii,,,
1708,Neoodax balteatus,Neoodax balteatus,species,Neoodax balteatus,Neoodax balteatus,Neoodax,Odacidae,Actinopterygii,281694,1,
1709,Neopomacentrus anabatoides,Neopomacentrus anabatoides,species,Neopomacentrus anabatoides,Neopomacentrus anabatoides,Neopomacentrus,Pomacentridae,Actinopterygii,278909,1,
1710,Neopomacentrus azysron,Neopomacentrus azysron,species,Neopomacentrus azysron,Neopomacentrus azysron,Neopomacentrus,Pomacentridae,Actinopterygii,218837,1,
1711,Neopomacentrus bankieri,Neopomacentrus bankieri,species,Neopomacentrus bankieri,Neopomacentrus bankieri,Neopomacentrus,Pomacentridae,Actinopterygii,278911,1,
1712,Neopomacentrus cyanomos,Neopomacentrus cyanomos,species,Neopomacentrus cyanomos,Neopomacentrus cyanomos,Neopomacentrus,Pomacentridae,Actinopterygii,218839,1,
1713,Neopomacentrus filamentosus,Neopomacentrus filamentosus,species,Neopomacentrus filamentosus,Neopomacentrus filamentosus,Neopomacentrus,Pomacentridae,Actinopterygii,278912,1,
1714,Neopomacentrus metallicus,Neopomacentrus metallicus,species,Neopomacentrus metallicus,Neopomacentrus metallicus,Neopomacentrus,Pomacentridae,Actinopterygii,278913,1,
1715,Neopomacentrus miryae,Neopomacentrus miryae,species,Neopomacentrus miryae,Neopomacentrus miryae,Neopomacentrus,Pomacentridae,Actinopterygii,218841,1,
1716,Neopomacentrus nemurus,Neopomacentrus nemurus,species,Neopomacentrus nemurus,Neopomacentrus nemurus,Neopomacentrus,Pomacentridae,Actinopterygii,278914,1,
1717,Neopomacentrus spp.,Neopomacentrus spp.,genus,,,Neopomacentrus,Pomacentridae,Actinopterygii,,,
1718,Neopomacentrus violascens,Neopomacentrus violascens,species,Neopomacentrus violascens,Neopomacentrus violascens,Neopomacentrus,Pomacentridae,Actinopterygii,278916,1,
1719,Neosebastes pandus,Neosebastes pandus,species,Neosebastes pandus,Neosebastes pandus,Neosebastes,Neosebastidae,Actinopterygii,281715,1,
1720,Neosebastes scorpaenoides,Neosebastes scorpaenoides,species,Neosebastes scorpaenoides,Neosebastes scorpaenoides,Neosebastes,Neosebastidae,Actinopterygii,281716,1,
1721,Neosynchiropus morrisoni,Neosynchiropus morrisoni,species,Neosynchiropus morrisoni,Synchiropus morrisoni,Synchiropus,Callionymidae,Actinopterygii,273251,1,
1722,Neotrygon kuhlii,Neotrygon kuhlii,species,Neotrygon kuhlii,Neotrygon kuhlii,Neotrygon,Dasyatidae,Elasmobranchii,398330,1,
1723,Neotrygon ningalooensis,Neotrygon ningalooensis,species,Neotrygon ningalooensis,Neotrygon ningalooensis,Neotrygon,Dasyatidae,Elasmobranchii,712402,1,
1724,Nesogobius hinsbyi,Nesogobius hinsbyi,species,Nesogobius hinsbyi,Nesogobius hinsbyi,Nesogobius,Gobiidae,Actinopterygii,281733,1,
1725,Nesogobius pulchellus,Nesogobius pulchellus,species,Nesogobius pulchellus,Nesogobius pulchellus,Nesogobius,Gobiidae,Actinopterygii,281734,1,
1726,Nesogobius spp.,Nesogobius spp.,genus,,,Nesogobius,Gobiidae,Actinopterygii,,,
1727,Nexilosus latifrons,Nexilosus latifrons,species,Nexilosus latifrons,Nexilosus latifrons,Nexilosus,Pomacentridae,Actinopterygii,281746,1,
1728,Nicholsina denticulata,Nicholsina denticulata,species,Nicholsina denticulata,Nicholsina denticulata,Nicholsina,Scaridae,Actinopterygii,276038,1,
1729,Notocirrhitus splendens,Notocirrhitus splendens,species,Notocirrhitus splendens,Notocirrhitus splendens,Notocirrhitus,Cirrhitidae,Actinopterygii,281776,1,
1730,Notoclinops caerulepunctus,Notoclinops caerulepunctus,species,Notoclinops caerulepunctus,Notoclinops caerulepunctus,Notoclinops,Tripterygiidae,Actinopterygii,281777,1,
1731,Notoclinops segmentatus,Notoclinops segmentatus,species,Notoclinops segmentatus,Notoclinops segmentatus,Notoclinops,Tripterygiidae,Actinopterygii,281778,1,
1732,Notoclinops yaldwyni,Notoclinops yaldwyni,species,Notoclinops yaldwyni,Notoclinops yaldwyni,Notoclinops,Tripterygiidae,Actinopterygii,281779,1,
1733,Notoclinus fenestratus,Notoclinus fenestratus,species,Notoclinus fenestratus,Notoclinus fenestratus,Notoclinus,Tripterygiidae,Actinopterygii,281781,1,
1734,Notolabrus celidotus,Notolabrus celidotus,species,Notolabrus celidotus,Notolabrus celidotus,Notolabrus,Labridae,Actinopterygii,281786,1,
1735,Notolabrus cinctus,Notolabrus cinctus,species,Notolabrus cinctus,Notolabrus cinctus,Notolabrus,Labridae,Actinopterygii,281787,1,
1736,Notolabrus fucicola,Notolabrus fucicola,species,Notolabrus fucicola,Notolabrus fucicola,Notolabrus,Labridae,Actinopterygii,281788,1,
1737,Notolabrus gymnogenis,Notolabrus gymnogenis,species,Notolabrus gymnogenis,Notolabrus gymnogenis,Notolabrus,Labridae,Actinopterygii,281789,1,
1738,Notolabrus inscriptus,Notolabrus inscriptus,species,Notolabrus inscriptus,Notolabrus inscriptus,Notolabrus,Labridae,Actinopterygii,281790,1,
1739,Notolabrus parilus,Notolabrus parilus,species,Notolabrus parilus,Notolabrus parilus,Notolabrus,Labridae,Actinopterygii,281791,1,
1740,Notolabrus tetricus,Notolabrus tetricus,species,Notolabrus tetricus,Notolabrus tetricus,Notolabrus,Labridae,Actinopterygii,281792,1,
1741,Notothenia coriiceps,Notothenia coriiceps,species,Notothenia coriiceps,Notothenia coriiceps,Notothenia,Nototheniidae,Actinopterygii,234679,1,
1742,Notothenia spp.,Nototheniid spp.,genus,,,Notothenia,Nototheniidae,Actinopterygii,,,
1743,Novaculichthys taeniourus,Novaculichthys taeniourus,species,Novaculichthys taeniourus,Novaculichthys taeniourus,Novaculichthys,Labridae,Actinopterygii,219035,1,
1744,Oblada melanura,Oblada melanura,species,Oblada melanura,Oblada melanura,Oblada,Sparidae,Actinopterygii,127056,1,
1745,Ocyurus chrysurus,Ocyurus chrysurus,species,Ocyurus chrysurus,Ocyurus chrysurus,Ocyurus,Lutjanidae,Actinopterygii,159803,1,
1746,Odacidae spp.,Odacid spp.,family,,,NA,Odacidae,Actinopterygii,,,
1747,Odax cyanoallix,Odax cyanoallix,species,Odax cyanoallix,Odax cyanoallix,Odax,Odacidae,Actinopterygii,281813,1,
1748,Odax pullus,Odax pullus,species,Odax pullus,Odax pullus,Odax,Odacidae,Actinopterygii,281815,1,
1749,Odontoscion dentex,Odontoscion dentex,species,Odontoscion dentex,Odontoscion dentex,Odontoscion,Sciaenidae,Actinopterygii,281837,1,
1750,Odontoscion eurymesops,Odontoscion eurymesops,species,Odontoscion eurymesops,Odontoscion eurymesops,Odontoscion,Sciaenidae,Actinopterygii,281838,1,
1751,Odontoscion xanthops,Odontoscion xanthops,species,Odontoscion xanthops,Odontoscion xanthops,Odontoscion,Sciaenidae,Actinopterygii,281839,1,
1752,Odonus niger,Odonus niger,species,Odonus niger,Odonus niger,Odonus,Balistidae,Actinopterygii,219883,1,
1753,Ogcocephalus darwini,Ogcocephalus darwini,species,Ogcocephalus darwini,Ogcocephalus darwini,Ogcocephalus,Ogcocephalidae,Actinopterygii,275906,1,
1754,Ogilbyina novaehollandiae,Ogilbyina novaehollandiae,species,Ogilbyina novaehollandiae,Ogilbyina novaehollandiae,Ogilbyina,Pseudochromidae,Actinopterygii,281867,1,
1755,Ogilbyina queenslandiae,Ogilbyina queenslandiae,species,Ogilbyina queenslandiae,Ogilbyina queenslandiae,Ogilbyina,Pseudochromidae,Actinopterygii,281868,1,
1756,Olisthops cyanomelas,Olisthops cyanomelas,species,Olisthops cyanomelas,Olisthops cyanomelas,Olisthops,Odacidae,Actinopterygii,319734,1,
1757,Omegophora armilla,Omegophora armilla,species,Omegophora armilla,Omegophora armilla,Omegophora,Tetraodontidae,Actinopterygii,281877,1,
1758,Omegophora cyanopunctata,Omegophora cyanopunctata,species,Omegophora cyanopunctata,Omegophora cyanopunctata,Omegophora,Tetraodontidae,Actinopterygii,281878,1,
1759,Omobranchus germaini,Omobranchus germaini,species,Omobranchus germaini,Omobranchus germaini,Omobranchus,Blenniidae,Actinopterygii,278016,1,
1760,Ophieleotris spp.,Ophieleotris spp.,genus,,,,,,,,
1761,Ophioblennius atlanticus,Ophioblennius atlanticus,species,Ophioblennius atlanticus,Ophioblennius atlanticus,Ophioblennius,Blenniidae,Actinopterygii,126769,1,
1762,Ophioblennius steindachneri,Ophioblennius steindachneri,species,Ophioblennius steindachneri,Ophioblennius steindachneri,Ophioblennius,Blenniidae,Actinopterygii,273126,1,
1763,Ophiodon elongatus,Ophiodon elongatus,species,Ophiodon elongatus,Ophiodon elongatus,Ophiodon,Hexagrammidae,Actinopterygii,240745,1,
1764,Ophthalmolepis lineolatus,Ophthalmolepis lineolatus,species,Ophthalmolepis lineolatus,Ophthalmolepis lineolata,Ophthalmolepis,Labridae,Actinopterygii,281915,1,
1765,Opisthocentrus ocellatus,Opisthocentrus ocellatus,species,Opisthocentrus ocellatus,Opisthocentrus ocellatus,Opisthocentrus,Stichaeidae,Actinopterygii,281916,1,
1766,Opisthocentrus tenuis,Opisthocentrus tenuis,species,Opisthocentrus tenuis,Opisthocentrus tenuis,Opisthocentrus,Stichaeidae,Actinopterygii,281917,1,
1767,Opisthocentrus zonope,Opisthocentrus zonope,species,Opisthocentrus zonope,Opisthocentrus zonope,Opisthocentrus,Stichaeidae,Actinopterygii,281918,1,
1768,Opistognathus aurifrons,Opistognathus aurifrons,species,Opistognathus aurifrons,Opistognathus aurifrons,Opistognathus,Opistognathidae,Actinopterygii,276442,1,
1769,Opistognathus darwiniensis,Opistognathus darwiniensis,species,Opistognathus darwiniensis,Opistognathus darwiniensis,Opistognathus,Opistognathidae,Actinopterygii,276446,1,
1770,Opistognathus randalli,Opistognathus randalli,species,Opistognathus randalli,Opistognathus randalli,Opistognathus,Opistognathidae,Actinopterygii,712628,1,
1771,Opistognathus spp.,Opistognathus spp.,genus,,,Opistognathus,Opistognathidae,Actinopterygii,,,
1772,Oplegnathus conwayi,Oplegnathus conwayi,species,Oplegnathus conwayi,Oplegnathus conwayi,Oplegnathus,Oplegnathidae,Actinopterygii,218776,1,
1773,Oplegnathus insignis,Oplegnathus insignis,species,Oplegnathus insignis,Oplegnathus insignis,Oplegnathus,Oplegnathidae,Actinopterygii,277893,1,
1774,Optivus agastos,Optivus agastos,species,Optivus agastos,Optivus agastos,Optivus,Trachichthyidae,Actinopterygii,388762,1,
1775,Orectolobus halei,Orectolobus halei,species,Orectolobus halei,Orectolobus halei,Orectolobus,Orectolobidae,Elasmobranchii,398229,1,
1776,Orectolobus maculatus,Orectolobus maculatus,species,Orectolobus maculatus,Orectolobus maculatus,Orectolobus,Orectolobidae,Elasmobranchii,281931,1,
1777,Orectolobus ornatus,Orectolobus ornatus,species,Orectolobus ornatus,Orectolobus ornatus,Orectolobus,Orectolobidae,Elasmobranchii,281932,1,
1778,Orectolobus wardi,Orectolobus wardi,species,Orectolobus wardi,Orectolobus wardi,Orectolobus,Orectolobidae,Elasmobranchii,281933,1,
1779,Orthonopias triacis,Orthonopias triacis,species,Orthonopias triacis,Orthonopias triacis,Orthonopias,Cottidae,Actinopterygii,281935,1,
1780,Orthopristis forbesi,Orthopristis forbesi,species,Orthopristis forbesi,Orthopristis forbesi,Orthopristis,Haemulidae,Actinopterygii,275742,1,
1781,Ostorhinchus angustatus,Ostorhinchus angustatus,species,Ostorhinchus angustatus,Ostorhinchus angustatus,Ostorhinchus,Apogonidae,Actinopterygii,319874,1,
1782,Ostorhinchus aureus,Ostorhinchus aureus,species,Ostorhinchus aureus,Ostorhinchus aureus,Ostorhinchus,Apogonidae,Actinopterygii,712648,1,
1783,Ostorhinchus cavitensis,Ostorhinchus cavitensis,species,Ostorhinchus cavitensis,Ostorhinchus cavitensis,Ostorhinchus,Apogonidae,Actinopterygii,712649,1,
1784,Ostorhinchus chrysopomus,Ostorhinchus chrysopomus,species,Ostorhinchus chrysopomus,Ostorhinchus chrysopomus,Ostorhinchus,Apogonidae,Actinopterygii,712650,1,
1785,Ostorhinchus compressus,Ostorhinchus compressus,species,Ostorhinchus compressus,Ostorhinchus compressus,Ostorhinchus,Apogonidae,Actinopterygii,712653,1,
1786,Ostorhinchus cookii,Ostorhinchus cookii,species,Ostorhinchus cookii,Ostorhinchus cookii,Ostorhinchus,Apogonidae,Actinopterygii,712654,1,
1787,Ostorhinchus cyanosoma,Ostorhinchus cyanosoma,species,Ostorhinchus cyanosoma,Ostorhinchus cyanosoma,Ostorhinchus,Apogonidae,Actinopterygii,319876,1,
1788,Ostorhinchus dispar,Ostorhinchus dispar,species,Ostorhinchus dispar,Ostorhinchus dispar,Ostorhinchus,Apogonidae,Actinopterygii,712655,1,
1789,Ostorhinchus fleurieu,Ostorhinchus fleurieu,species,Ostorhinchus fleurieu,Ostorhinchus fleurieu,Ostorhinchus,Apogonidae,Actinopterygii,319878,1,
1790,Ostorhinchus hartzfeldii,Ostorhinchus hartzfeldii,species,Ostorhinchus hartzfeldii,Ostorhinchus hartzfeldii,Ostorhinchus,Apogonidae,Actinopterygii,712661,1,
